employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,phoneNum
Fitzgerald Ethan Jimenez,FEJ0567,Fitzgerald.Ethan.Jimenez@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13095264756
Flynn Amos Huffman,FAH0982,Flynn.Amos.Huffman@dtaa.com,Accountant,1,Finance,Accounting,,Myra Casey Lambert,13083922355
Prescott Tyrone Abbott,PTA0303,Prescott.Tyrone.Abbott@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13051957179
Jayme Adrienne Jarvis,JAJ0183,Jayme.Adrienne.Jarvis@dtaa.com,Manager,1,PurchasingAndContracts,Purchasing,,Guy Caesar Finch,13032756387
Davis Gareth Cote,DGC0484,Davis.Gareth.Cote@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13080685312
Hu Duncan Rojas,HDR0897,Hu.Duncan.Rojas@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13055360462
Hall Bruce Copeland,HBC0672,Hall.Bruce.Copeland@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13079960294
Guy Caesar Finch,GCF0008,Guy.Caesar.Finch@dtaa.com,VicePresident,1,PurchasingAndContracts,,,Kaden Tarik Giles,13075143761
Whoopi Celeste Schultz,WCS0883,Whoopi.Celeste.Schultz@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13090922378
Jonas Blaine Barr,JBB0413,Jonas.Blaine.Barr@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13016385603
Cassidy Serina Watson,CSW0588,Cassidy.Serina.Watson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13097109481
Kamal Judah Fox,KJF0253,Kamal.Judah.Fox@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13033669807
Clementine April Juarez,CAJ0004,Clementine.April.Juarez@dtaa.com,VicePresident,1,ResearchAndEngineering,,,Kaden Tarik Giles,13045432899
Jacob Dennis Briggs,JDB0980,Jacob.Dennis.Briggs@dtaa.com,Engineer,1,Manufacturing,QualityControl,,Suki Ginger Estes,13074921512
McKenzie Leigh Mckee,MLM0570,McKenzie.Leigh.Mckee@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13074497015
Anastasia Tashya Trevino,ATT0650,Anastasia.Tashya.Trevino@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13092817290
Georgia Madison Preston,GMP0832,Georgia.Madison.Preston@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13078217126
Hasad Tobias Mcconnell,HTM0738,Hasad.Tobias.Mcconnell@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13027253469
Yeo Xyla Garner,YXG0504,Yeo.Xyla.Garner@dtaa.com,LabManager,1,ResearchAndEngineering,Research,Lab,Jena Vanna White,13019214062
Amy Cara Reid,ACR0100,Amy.Cara.Reid@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13061151777
Amethyst Ocean Whitley,AOW0276,Amethyst.Ocean.Whitley@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13019143228
Paula Delilah Barnett,PDB0903,Paula.Delilah.Barnett@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13071771921
Burton Maxwell Levy,BML0845,Burton.Maxwell.Levy@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13006540504
Pandora Charity Mullins,PCM0369,Pandora.Charity.Mullins@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13032393286
Xander Yuli Waller,XYW0563,Xander.Yuli.Waller@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13008796775
Odessa Hanna Estrada,OHE0350,Odessa.Hanna.Estrada@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13076305120
Nelle Pearl Howe,NPH0533,Nelle.Pearl.Howe@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13059073714
Carson Cairo Malone,CCM0786,Carson.Cairo.Malone@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13083969267
Jaquelyn Yoshi Mckinney,JYM0032,Jaquelyn.Yoshi.Mckinney@dtaa.com,Manager,1,Adminstration,Security,ElectronicSecurity,Rudyard Talon Hickman,13090613289
Jaquelyn Yoshi Mckinney,138518518518518518,Jaquelyn.Yoshi.Mckinney@dtaa.com,Manager,1,Adminstration,Security,ElectronicSecurity,Rudyard Talon Hickman,13090613289
Kasper Thomas Shelton,KTS0879,Kasper.Thomas.Shelton@dtaa.com,LabManager,1,ResearchAndEngineering,Research,Lab,Jena Vanna White,13043836507
Haviva Jada Molina,HJM0337,Haviva.Jada.Molina@dtaa.com,LabManager,1,ResearchAndEngineering,Research,Lab,Jena Vanna White,13036143838
Lucy Anika Valenzuela,LAV0312,Lucy.Anika.Valenzuela@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13017407738
Vaughan Emery Paul,VEP0043,Vaughan.Emery.Paul@dtaa.com,Director,1,ResearchAndEngineering,SoftwareManagement,,Clementine April Juarez,13095908324
Benedict Ivan Rowe,BIR0613,Benedict.Ivan.Rowe@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13061757210
Giacomo Russell Moreno,GRM0263,Giacomo.Russell.Moreno@dtaa.com,ComputerScientist,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13025472106
Fiona Phyllis Swanson,FPS0900,Fiona.Phyllis.Swanson@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13086883917
CBM,CBM0999,CBM@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13086883917
Fiona Waston,FPW0911,Fiona.Waston@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13086883783
